Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
3239837008,"ELECTIVE 4","","",,,,4,"",",AA25,AA25,AA25,AN26,AN26,AN26,AN26,AN26,AN26,AN27,AN27,AN27,AN27,AN27,AN27,AN28,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,AN30,BI30,BI30,BI30,BI30,BI30,BI31,BI32,BI34,BI35,BI37,BI38,CG25,CG25,CG25,CG25,CG25,CG29,CG29,CG29,CG29,CG29,CG31,CG31,CG31,CG31,CG31,CG32,CG32,CG32,CG32,CG32,CG32,CG33,CG33,CG33,CG33,CG33,CG34,CG34,CG34,CG34,CG34,CG35,CG35,CG35,CG35,CG35,CH25,CH34,CH34,CL25,CL25,CL25,CL25,CL25,CL25,CM26,CM26,CM26,CM26,CM26,CM26,CN25,CN25,CN25,CN25,CN25,CN25,CR25,CR25,CR25,CR25,CR25,CR25,CS26,DS25,DS25,ED25,ED25,ED25,ED25,ED25,ED25,EN25,EN25,EN25,EN25,EN25,EN25,EN28,EN28,EN28,EN28,EN28,EN28,EN30,EN30,EN30,EN30,EN30,ES25,ES25,ES25,ES26,ES26,ES26,ES27,ES27,ES28,ES28,ES28,ES28,ET25,ET25,ET25,ET25,ET25,ET25,GH25,GH25,GH25,GH25,GH25,GH25,GH26,GH26,GH26,GH26,GL25,GL25,GL25,GL25,GL25,GL25,GS25,GS25,GS25,GS25,GS25,GS25,HI25,HI25,HI25,HI25,HI25,HI25,HS25,HS25,HS25,HS25,HS26,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,HS28,IS25,IS25,IS25,IS25,IS25,IS26,IS26,IS27,IS27,IS27,IS27,IS27,IS28,IS28,IS28,IS28,IS28,IS29,IS29,IS29,IS29,IS29,IS30,IS30,IS30,IS30,IS30,IS31,IS31,IS31,IS31,IS31,IS34,IS34,IS34,IS36,IS36,IS36,IS36,IS36,IT25,IT25,IT25,IT25,IT25,IT25,JA25,JA25,JA25,JA25,JA25,JS25,JS25,JS25,JS25,JS25,JS25,LA25,LA25,LA25,LA25,LA25,LA25,LA26,LA26,LA26,LA26,LA26,LA26,LA27,LA27,LA27,LA27,LA27,LA27,LN25,LN25,LN25,LN25,LN25,LN25,LN29,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN32,LN33,LN33,LN33,LN33,LN33,LN33,LN34,LN34,LN34,LN34,LN34,LN34,LT33,LT33,LT33,LT33,LT33,LT34,LT34,LT36,LT36,LT41,LT41,LT41,LT41,MA27,MA27,MA27,MA27,MA29,MA29,MA29,MA29,MA29,MA30,MA30,MA30,MA30,MA31,MA31,MA31,MA31,MA32,MA32,MA32,MA32,MA32,MA33,MA33,MA33,MA33,MA33,MA35,MA35,MA35,MA35,MU25,MU25,MU25,MU25,MU26,MU26,MU26,MU26,MU27,MU27,MU27,MU27,PB25,PB25,PB25,PB25,PB26,PB27,PB27,PB28,PB28,PB28,PB28,PB29,PB29,PB29,PB29,PB30,PB30,PB30,PB30,PB30,PB31,PC25,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC26,PC26,PC26,PC28,PC28,PC28,PC28,PC28,PC28,PC29,PC29,PC29,PC29,PC29,PC29,PC30,PC30,PC30,PC30,PC30,PC30,PC31,PC31,PC31,PC31,PC31,PC31,PC32,PC32,PC32,PC32,PC32,PC32,PC33,PC33,PC33,PC33,PC33,PC33,PC34,PC34,PC34,PC34,PC34,PC34,PC35,PC35,PC35,PC35,PC35,PL25,PL25,PL25,PL25,PL25,PS25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,PS34,PY28,PY28,PY29,PY29,PY30,PY30,PY30,PY31,PY31,PY31,PY32,PY32,PY33,PY33,PY33,PY34,PY34,PY34,RE26,RE26,RE26,RE26,RE26,RE26,RU26,RU26,RU26,RU26,RU26,SI29,SI29,SI30,SI31,SI31,SI31,SI31,SO25,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,TH26,TH26,TH26,TH26,TH26,TH27,TH27,TH27,TH27,TH27,UN27,UNHA,UNPS,UNSS,US26,US26,US26,US26,US26,US27,US27,US27,US27,VA26,VA26,VA26,VA26,VA26,VA27,VA27,VA27,VA27,VA27,VA28,VA28,VA28,VA28,VA28,VA29,VA29,VA29,VA29,VA29,VA30,VA30,VA30,VA30,VA30",
3242660114,"PHYS UD RE 7","","",,,,4,"",",PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30",
3242967952,"MATH 10A/MATH 20A","","",,,,4,"",",CL25,CL25,CR25,CR25,SO29,SO29,SO30,SO30,SO33,SO33",
3243443685,"RELI 189","","","3256765255",,,4,"",",RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26",
3247497919,"USP 2","","",,,,4,"",",US26,US26,US26,US26,US26,US26,US26,US26",
3253298376,"BIOCHEM Restricted Elective 2","","",,,,4,"",",CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38",
3254616567,"Technical Elect","","",,,,4,"",",SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27",
3256765255,"RELI 101","","",,,,4,"",",RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26",
3257090028,"TE 5","","",,,,4,"",",MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
3258570767,"LIGN "STRUCTURE OF"","","",,,,4,"",",LN33,LN33,LN33,LN33,LN33,LN33,LN33,LN33",
3261824376,"MUS UD Emphasis 3","","",,,,4,"",",MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25",
3263600682,"Ling Elective 3","","",,,,4,"",",LN34",
3264732731,"MATH 10C if choosing MATH 10 series","","","227502030",,,4,"",",CG25,CG25,CG25,CG25,CG25,CG25,CG25,CG25,CG29,CG29,CG29,CG29,CG29,CG29,CG29,CG29,CG31,CG31,CG31,CG31,CG31,CG31,CG31,CG31,CG33,CG33,CG33,CG33,CG33,CG33,CG33,CG33,CG34,CG34,CG34,CG34,CG34,CG34,CG34,CG34",
3271634031,"Ling elective 1","","",,,,4,"",",LN34,LN34,LN34,LN34,LN34,LN34,LN34",
3272117059,"BIMM 122","","","2691897788",,,4,"",",BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32",
3278303199,"CHEM 126A","","","1125852870;4249881180;3007788122;45003556;2452577601;1673308164",,,4,"",",CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38",
3278631160,"LD LIT SEQUENCE 3","","",,,,4,"",",LT41,LT41,LT41,LT41,LT41,LT41,LT41,LT41",
3279792221,"BENG 161B","","","4167539475",,,4,"",",BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27",
3281614836,"CSE 141","","","2489631375;379318997;2592972678",,,4,"",",CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS26,CS26,CS26,CS26,CS26,CS26,CS26,CS26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26",
3282823896,"SOCI UD ELECTIVE 5","","",,,,4,"",",SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,SO33,SO33",
3286835353,"CSE/ECE Elective 2","","",,,,4,"",",CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26",
3287280625,"GS UD Elective 4","","",,,,4.0,"",",GS25,GS25,GS25,GS25,GS25,GS25,GS25,GS25",
3288009247,"CHIN 10C","","",,,,5,"",",CN25,CN25,CN25,CN25,CN25,CN25,CN25,CN25",
3289456692,"DSC 180A","","","3403779694;3895314727;1581094218;2478432079",,,4,"",",DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25,DS25",
3289735048,"CHEM 130","","","4249881180;3007788122;1621261115",,,4,"",",CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34",
3294384121,"ANTH UD Elective 5","","",,,,4,"",",AN26,AN26,AN26,AN26,AN26,AN26,AN26,AN26",
3298879200,"PHYS 1BL","","","2668057572;227502030;3727501086;2447771697",,,3,"",",BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29",
3300603205,"PHYS 2D","","","527976022;3312220726;1621261115",,,4,"",",EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
3302657334,"Upper Division Elective 2","","",,,,4,"",",BI30,BI35",
3303968201,"CSE 110","","","1859354869",,,4,"",",CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS26,CS26,CS26,CS26,CS26,CS26,CS26,CS26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26",
3307466634,"UD POLI/Data Analytics 4","","",,,,4,"",",PS32,PS32,PS32,PS32,PS32,PS32,PS32,PS32",
3309296020,"UD POLI 4","","",,,,4,"",",PS25,PS25,PS25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,PS34,PS34,PS34,PS34",
3310484741,"Anthropology UD elective 2","","",,,,4,"",",AN27,AN27,AN27,AN27,AN27,AN27,AN27,AN27",
3311551408,"BENG DE Course 2","","",,,,3,"",",BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29",
3312220726,"PHYS 2A","","","213743646",,,4,"",",BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,UNPS",
3314827785,"ELECTIVE 10","","",,,,4,"",",AA25,AA25,AN26,AN26,AN26,AN26,AN26,AN27,AN27,AN27,AN27,AN27,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,CG25,CG31,CG32,CG33,CG34,CG35,CM26,CM26,CM26,CM26,CM26,CN25,CN25,CN25,CR25,CR25,CR25,CR25,CR25,ED25,ED25,ED25,ED25,ED25,EN25,EN25,EN25,EN25,EN25,EN28,ET25,ET25,ET25,ET25,ET25,GH25,GH25,GH25,GH25,GH25,GH26,GL25,GL25,GL25,GL25,GL25,GS25,GS25,HI25,HI25,HI25,HI25,HI25,HS25,HS25,HS25,HS26,HS26,HS27,HS27,HS28,HS28,IS30,IT25,IT25,IT25,JS25,JS25,JS25,JS25,JS25,LA25,LA25,LA25,LA25,LA26,LA26,LA26,LA26,LA27,LA27,LA27,LA27,LN25,LN25,LN25,LN25,LN25,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN33,LN33,LN34,LN34,LN34,LN34,LT33,MA27,MA27,MA29,MA29,MA29,MA31,MA31,MA32,MA32,MA32,MA32,MA35,MA35,MU27,PB25,PB28,PB29,PB29,PB30,PB30,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC28,PC28,PC28,PC29,PC29,PC29,PC30,PC30,PC30,PC31,PC31,PC31,PC32,PC32,PC32,PC33,PC33,PC33,PC34,PC34,PC35,PC35,PL25,PL25,PL25,PL25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,RE26,RE26,RE26,RE26,RE26,RU26,RU26,RU26,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,TH27,US26,US26,US26,US26,VA26,VA26,VA27,VA27,VA28,VA28,VA28,VA29,VA29,VA30,VA30",
3315074294,"PSYC UD SPECIALIZATION 3","","",,,,4,"",",PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC29,PC29,PC29,PC29,PC29,PC29,PC29,PC29,PC30,PC30,PC30,PC30,PC30,PC30,PC30,PC30,PC31,PC31,PC31,PC31,PC31,PC31,PC31,PC31,PC32,PC32,PC32,PC32,PC32,PC32,PC32,PC32,PC33,PC33,PC33,PC33,PC33,PC33,PC33,PC33",
3318649628,"SE 3","","","1219618336",,,4,"",",SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27",
3318679282,"Elective 16","","",,,,4,"",",AN26,AN27,AN28,AN30,AN30,CM26,CR25,ED25,ET25,RE26,SO27,SO29,SO30,SO31,SO32,SO33,US26",
